UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long
LARCENY-NON VEHICLE,203121257,11/7/2020,1210 CAROLINE ST NE,609,Edgewood,O,33.759311,-84.348563
AUTO THEFT,203121273,11/7/2020,2571 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.775457,-84.470771
LARCENY-NON VEHICLE,203121299,11/7/2020,556 NORTHSIDE DR SW,303,Pittsburgh,V,33.739712,-84.40791
LARCENY-FROM VEHICLE,203121301,11/7/2020,3209 PACES FERRY PL NW,206,South Tuxedo Park,B,33.842412,-84.381269
LARCENY-NON VEHICLE,203121306,11/7/2020,4520 CAMPBELLTON RD SW,413,Arlington Estates,P,33.69547,-84.535629
AUTO THEFT,203121312,11/7/2020,441 16TH ST NW,501,Atlantic Station,E,33.788907,-84.40482
AUTO THEFT,203121324,11/7/2020,2599 RIDGEWOOD TERRACE NW,201,Ridgewood Heights,C,33.825938,-84.449728
LARCENY-FROM VEHICLE,203121383,11/7/2020,1735 DEFOOR PL NW,204,Underwood Hills,D,33.801855,-84.42178
AUTO THEFT,203121460,11/7/2020,589 WILLOW ST NE,509,Downtown,M,33.770507,-84.382706
AUTO THEFT,203121462,11/7/2020,1356 BERNARD ST NW,105,Hunter Hills,K,33.755293,-84.431821
LARCENY-FROM VEHICLE,203081206,11/7/2020,1950 HOWELL MILL RD NW,205,Wildwood (NPU-C),C,33.80795,-84.413074
LARCENY-FROM VEHICLE,203080814,11/7/2020,2315 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.777278,-84.460749
AGG ASSAULT,202101654,11/6/2020,177 MOURY AVE SE,305,The Villages at Carver,Y,33.713453,-84.390301
AUTO THEFT,202111518,11/6/2020,479 JOSEPH E. BOONE BLVD NW,506,English Avenue,L,33.763682,-84.403351
LARCENY-FROM VEHICLE,203110281,11/6/2020,330 CHAPEL ST SW,507,Castleberry Hill,M,33.752251,-84.39884
AUTO THEFT,203110329,11/6/2020,3144 M.L.K. JR DR SW,406,,I,33.750114,-84.490225
AUTO THEFT,203110337,11/6/2020,741 MOROSGO DR NE,211,Lindbergh/Morosgo,B,33.822471,-84.364391
LARCENY-NON VEHICLE,203110342,11/6/2020,659 HUTCHENS RD SE,313,South River Gardens,Z,33.669165,-84.367615
AUTO THEFT,203110380,11/6/2020,1057 RIDGE AVE SW,304,Peoplestown,V,33.724993,-84.390953
AGG ASSAULT,203110438,11/6/2020,1350 JOSEPH E. BOONE BLVD NW,105,Hunter Hills,K,33.763211,-84.43202
AUTO THEFT,203110463,11/6/2020,3390 FAIRBURN RD SW,414,Ben Hill,P,33.66147,-84.52333
AUTO THEFT,203110470,11/6/2020,328 JOSEPHINE ST NE,608,Candler Park,N,33.763307,-84.348351
LARCENY-FROM VEHICLE,203110503,11/6/2020,790 PONCE DE LEON AVE NE,601,Virginia Highland,F,33.774021,-84.361475
LARCENY-FROM VEHICLE,203110519,11/6/2020,2228 SPINK ST NW,103,Riverside,D,33.817182,-84.473968
BURGLARY,203110526,11/6/2020,2932 COLLIER DR NW,112,Collier Heights,I,33.763853,-84.48274
AUTO THEFT,203110547,11/6/2020,180 FLAT SHOALS AVE SE,606,Reynoldstown,N,33.74892,-84.352394
LARCENY-NON VEHICLE,203110602,11/6/2020,290 M.L.K. JR DR SE,605,Oakland,W,33.748067,-84.378832
LARCENY-NON VEHICLE,203110621,11/6/2020,3315 PEACHTREE RD NE,208,Peachtree Park,B,33.84565,-84.368206
LARCENY-FROM VEHICLE,203110622,11/6/2020,1325 PEACHTREE ST NE,502,Midtown,E,33.791302,-84.384677
LARCENY-NON VEHICLE,203110626,11/6/2020,708 SPRING ST NW,505,Midtown,E,33.774022,-84.389227
LARCENY-FROM VEHICLE,203110646,11/6/2020,860 PEACHTREE ST NE,505,Midtown,E,33.778315,-84.385199
AUTO THEFT,203110665,11/6/2020,1163 W PEACHTREE ST NE,503,Midtown,E,33.786111,-84.38747
LARCENY-FROM VEHICLE,203110672,11/6/2020,1400 WEST PACES FERRY RD NW,201,Paces,A,33.848379,-84.431893
BURGLARY,203110697,11/6/2020,178 MOURY AVE SE,305,The Villages at Carver,Y,33.712876,-84.391025
LARCENY-NON VEHICLE,203110728,11/6/2020,2001 JAMES JACKSON PKWY NW,103,Riverside,D,33.810498,-84.47571
LARCENY-NON VEHICLE,203110732,11/6/2020,375 18TH ST NW,501,Atlantic Station,E,33.793057,-84.399607
LARCENY-NON VEHICLE,203110781,11/6/2020,711 COSMOPOLITAN DR NE,211,Lindbergh/Morosgo,B,33.821503,-84.362541
AUTO THEFT,203110798,11/6/2020,ARTHUR B. LANGFORD JR. PKWY,411,Greenbriar,R,33.693507,-84.48807
LARCENY-FROM VEHICLE,203110873,11/6/2020,215 NORTH AVENUE NE,603,Old Fourth Ward,M,33.770584,-84.380571
BURGLARY,203110903,11/6/2020,660 EDGEWOOD AVE NE,604,Old Fourth Ward,M,33.754424,-84.366347
AUTO THEFT,203110918,11/6/2020,490 WHITEHALL ST SW,507,Castleberry Hill,M,33.7434,-84.403334
LARCENY-NON VEHICLE,203110926,11/6/2020,656 ERIN AVE SW,301,Capitol View,X,33.719267,-84.4091
LARCENY-FROM VEHICLE,203110935,11/6/2020,1678 HOWELL MILL RD NW,204,Underwood Hills,D,33.799913,-84.416254
LARCENY-FROM VEHICLE,203110941,11/6/2020,2788 DEFOORS FERRY RD NW,201,,C,33.81884,-84.445491
LARCENY-NON VEHICLE,203101311,11/6/2020,835 M.L.K. JR DR NW,102,Vine City,L,33.755758,-84.413691
LARCENY-FROM VEHICLE,203101772,11/6/2020,842 NORTH HIGHLAND AVENUE NORTHEAST,601,Virginia Highland,F,33.777467,-84.353096
LARCENY-FROM VEHICLE,203101834,11/6/2020,3101 PIEDMONT RD NE,211,Peachtree Park,B,33.840653,-84.369361
LARCENY-FROM VEHICLE,203101941,11/6/2020,3672 ROSWELL RD NW,209,Tuxedo Park,A,33.855217,-84.382663
AGG ASSAULT,203110020,11/6/2020,1054 JONES AVE NW,110,Grove Park,J,33.783864,-84.453133
AUTO THEFT,203110047,11/6/2020,2095 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.69755,-84.40841
LARCENY-FROM VEHICLE,203110052,11/6/2020,3223 CAINS HILL PL NW,206,South Tuxedo Park,B,33.842647,-84.380222
LARCENY-FROM VEHICLE,203110066,11/6/2020,1080 W PEACHTREE ST NW,503,Midtown,E,33.784687,-84.388245
ROBBERY,203110067,11/6/2020,240 NORTH HIGHLAND AVENUE NORTHEAST,602,Inman Park,N,33.761852,-84.360364
LARCENY-FROM VEHICLE,203110087,11/6/2020,77 PEACHTREE PL NE,503,Midtown,E,33.780405,-84.385128
LARCENY-FROM VEHICLE,203110096,11/6/2020,244 PETERS ST SW,507,Castleberry Hill,M,33.747665,-84.400933
LARCENY-FROM VEHICLE,203110101,11/6/2020,309 EAST PACES FERRY RD NE,206,Buckhead Village,B,33.838993,-84.377614
AUTO THEFT,203110125,11/6/2020,516 LEE ST SW,401,West End,T,33.740778,-84.413729
LARCENY-FROM VEHICLE,203100440,11/6/2020,860 GLENWOOD AVE SE,605,Grant Park,W,33.740683,-84.360284
AGG ASSAULT,203111856,11/6/2020,1374 ARKWRIGHT PL SE,609,Edgewood,O,33.749453,-84.342618
LARCENY-NON VEHICLE,203111899,11/6/2020,565 WELLS ST SW,303,Mechanicsville,V,33.740456,-84.406063
LARCENY-FROM VEHICLE,203111803,11/6/2020,450 MORELAND AVE NE,602,Inman Park,N,33.766727,-84.349604
AUTO THEFT,203111825,11/6/2020,264 PHARR RD NE,206,Buckhead Village,B,33.837245,-84.378014
ROBBERY,203101269,11/6/2020,498 SEMINOLE AVE NE,602,Inman Park,N,33.765877,-84.349493
AUTO THEFT,203101927,11/6/2020,250 PONCE DE LEON AVE NE,505,Midtown,E,33.772584,-84.379037
LARCENY-NON VEHICLE,203111007,11/6/2020,3000 STONE HOGAN CONN SW,411,Greenbriar,R,33.67306,-84.494359
AUTO THEFT,203111011,11/6/2020,3337 M.L.K. JR DR SW,407,Adamsville,H,33.754312,-84.497246
LARCENY-FROM VEHICLE,203111065,11/6/2020,JONESBORO RD SE,313,South River Gardens,Z,33.679202,-84.368401
AUTO THEFT,203111093,11/6/2020,1728 CAMPBELLTON RD SW,408,,R,33.711025,-84.444548
AUTO THEFT,203111115,11/6/2020,1270 W PEACHTREE ST NW,502,Midtown,E,33.789322,-84.388002
LARCENY-FROM VEHICLE,203111120,11/6/2020,2171 CHESHIRE BRIDGE RD NE,613,Lindridge/Martin Manor,F,33.81401,-84.353342
LARCENY-NON VEHICLE,203111154,11/6/2020,1700 MONROE DR NE,613,Piedmont Heights,F,33.800515,-84.372696
AGG ASSAULT,203111159,11/6/2020,MARTHA AVE NE,610,Kirkwood,O,33.757847,-84.3138
LARCENY-FROM VEHICLE,203111169,11/6/2020,727 MIAMI CIR NE,211,Lindbergh/Morosgo,B,33.829898,-84.362712
LARCENY-FROM VEHICLE,203111187,11/6/2020,3196 MATHIESON DR NE,208,Buckhead Forest,B,33.842327,-84.377491
AUTO THEFT,203111235,11/6/2020,1861 PEACHTREE RD,207,Brookwood Hills,E,33.806148,-84.393436
LARCENY-FROM VEHICLE,203111270,11/6/2020,300 PEACHTREE ST NE,508,Downtown,M,33.762525,-84.388002
LARCENY-NON VEHICLE,203111307,11/6/2020,1544 PIEDMONT AVE NE,613,Piedmont Heights,F,33.799062,-84.371807
BURGLARY,203111345,11/6/2020,507 BISHOP ST NW,207,Loring Heights,E,33.793164,-84.404627
LARCENY-FROM VEHICLE,203111354,11/6/2020,90 ELLIS ST NE,510,Downtown,M,33.758763,-84.384677
LARCENY-FROM VEHICLE,203111356,11/6/2020,180 UNIVERSITY AVE SW,302,Pittsburgh,V,33.721619,-84.393749
AGG ASSAULT,203111360,11/6/2020,269 WELLINGTON ST SW,104,Mozley Park,K,33.747987,-84.438563
AGG ASSAULT,203111374,11/6/2020,610 NEW TOWN CIR SE,308,Chosewood Park,Y,33.708199,-84.362798
LARCENY-FROM VEHICLE,203111376,11/6/2020,458 SEMINOLE AVE NE,602,Inman Park,N,33.766481,-84.3502
LARCENY-NON VEHICLE,203111382,11/6/2020,1225 CAROLINE ST NE,609,Edgewood,O,33.75614,-84.348125
AUTO THEFT,203111412,11/6/2020,102 WEST PACES FERRY RD NW,206,Peachtree Heights West,B,33.840547,-84.384225
LARCENY-FROM VEHICLE,203111550,11/6/2020,285 MARIETTA ST NW,508,Downtown,M,33.760772,-84.394827
AUTO THEFT,203111559,11/6/2020,930 HOWELL MILL RD NW,501,Home Park,E,33.780238,-84.411193
LARCENY-FROM VEHICLE,203111590,11/6/2020,1715 HOWELL MILL RD NW,204,Berkeley Park,D,33.801711,-84.413086
LARCENY-NON VEHICLE,203111598,11/6/2020,529 PEACHTREE ST NE,509,Downtown,M,33.768977,-84.384951
AGG ASSAULT,203111643,11/6/2020,663 THURMOND ST NW,102,Vine City,L,33.761633,-84.409121
ROBBERY,203111649,11/6/2020,3393 PEACHTREE RD NE,210,Lenox,B,33.848151,-84.363438
AGG ASSAULT,203111658,11/6/2020,1944 LATHROP ST SE,308,Thomasville Heights,Z,33.70166,-84.359278
LARCENY-NON VEHICLE,203111734,11/6/2020,1111 MORELAND AVE SE,607,Ormewood Park,W,33.724445,-84.349686
LARCENY-FROM VEHICLE,203101933,11/5/2020,761 SIDNEY MARCUS BLVD NE,211,Lindbergh/Morosgo,B,33.825196,-84.362224
AUTO THEFT,203101294,11/5/2020,166 MOURY AVE SE,305,The Villages at Carver,Y,33.71296,-84.389989
AUTO THEFT,203100467,11/5/2020,1181 JOSEPH E. BOONE BLVD NW,106,Bankhead,K,33.763796,-84.426191
BURGLARY,203100477,11/5/2020,3284 BROWNS MILL RD SE,312,Orchard Knob,Z,33.665541,-84.379852
LARCENY-FROM VEHICLE,203100478,11/5/2020,425 10TH ST NE,503,Midtown,E,33.781664,-84.373162
LARCENY-NON VEHICLE,203100488,11/5/2020,112 COURTLAND ST NE,510,Downtown,M,33.757454,-84.384595
LARCENY-FROM VEHICLE,203100636,11/5/2020,124 CENTER ST NW,504,Downtown,M,33.768348,-84.393669
AUTO THEFT,203100711,11/5/2020,2121 BEECHER RD SW,406,Beecher Hills,I,33.73336,-84.457732
LARCENY-NON VEHICLE,203100766,11/5/2020,3391 FAIRBURN RD SW,414,Ben Hill,P,33.664367,-84.523243
LARCENY-NON VEHICLE,203100776,11/5/2020,1800 JONESBORO RD SE,307,Lakewood Heights,Y,33.704778,-84.377573
LARCENY-FROM VEHICLE,203100793,11/5/2020,2000 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.700416,-84.387775
LARCENY-FROM VEHICLE,203100815,11/5/2020,1016 HOWELL DR SE,606,Reynoldstown,N,33.746878,-84.350525
LARCENY-FROM VEHICLE,203100818,11/5/2020,250 10TH ST NE,502,Midtown,E,33.782258,-84.379011
LARCENY-FROM VEHICLE,203100826,11/5/2020,500 10TH ST NE,502,,E,33.782225,-84.369289
LARCENY-FROM VEHICLE,203100863,11/5/2020,782 PONCE DE LEON AVE NE,601,Virginia Highland,F,33.774123,-84.361804
LARCENY-FROM VEHICLE,203100892,11/5/2020,500 AMSTERDAM AVE NE,613,Morningside/Lenox Park,F,33.788547,-84.369766
AUTO THEFT,203100988,11/5/2020,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.803135,-84.411604
ROBBERY,203101011,11/5/2020,200 TED TURNER DR NW,508,Downtown,M,33.759815,-84.389272
LARCENY-FROM VEHICLE,203101013,11/5/2020,23 ANDREW YOUNG INTERNATIONAL BLVD NW,508,Downtown,M,33.759906,-84.388253
LARCENY-FROM VEHICLE,203101015,11/5/2020,1366 ENGLISH ST NW,103,Blandtown,D,33.793759,-84.420672
AGG ASSAULT,203101077,11/5/2020,415 FAIRBURN RD SW,407,Fairburn Mays,H,33.742877,-84.510717
LARCENY-NON VEHICLE,203101130,11/5/2020,2178 CAMPBELLTON RD SW,410,Campbellton Road,R,33.705164,-84.459475
LARCENY-FROM VEHICLE,203101133,11/5/2020,2291 DANIEL RD SW,413,Fairburn,P,33.6921,-84.518594
AGG ASSAULT,203101140,11/5/2020,388 LUCKIE ST NW,504,Downtown,M,33.765149,-84.396438
LARCENY-NON VEHICLE,203101167,11/5/2020,808 MCDONOUGH BLVD SE,607,Benteen Park,W,33.709777,-84.360202
LARCENY-FROM VEHICLE,203101174,11/5/2020,1981 FLAT SHOALS RD,612,East Atlanta,W,33.726927,-84.324146
LARCENY-FROM VEHICLE,203101175,11/5/2020,664 NORTH HIGHLAND AVENUE NORTHEAST,602,Poncey-Highland,N,33.772691,-84.352829
ROBBERY,203101202,11/5/2020,97 ESTORIA ST SE,606,Cabbagetown,N,33.75201,-84.363447
LARCENY-FROM VEHICLE,203101210,11/5/2020,12TH ST NE,503,Midtown,E,33.784302,-84.382856
LARCENY-FROM VEHICLE,203101235,11/5/2020,1734 LISBON DR SW,306,Sylvan Hills,X,33.70749,-84.411952
AGG ASSAULT,203101547,11/5/2020,79 FITZGERALD ST SE,604,Sweet Auburn,M,33.752137,-84.37264
LARCENY-NON VEHICLE,203101599,11/5/2020,2161 PIEDMONT RD NE,211,Lindridge/Martin Manor,F,33.815537,-84.365829
AUTO THEFT,203101613,11/5/2020,302 SKIPPER PL NW,112,Collier Heights,I,33.781465,-84.492085
ROBBERY,203101660,11/5/2020,701 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.760912,-84.364647
AUTO THEFT,203101665,11/5/2020,3090 CAMPBELLTON RD SW,409,Southwest,R,33.693357,-84.489052
AUTO THEFT,203101667,11/5/2020,178 MOURY AVE SE,305,The Villages at Carver,Y,33.712876,-84.391025
ROBBERY,203101674,11/5/2020,623 IRWIN ST NE,604,Old Fourth Ward,M,33.757507,-84.366699
LARCENY-FROM VEHICLE,203101692,11/5/2020,1092 HUFF RD NW,103,Blandtown,D,33.788597,-84.423873
LARCENY-FROM VEHICLE,203101697,11/5/2020,1138 PEACHTREE ST NE,503,Midtown,E,33.785508,-84.383434
LARCENY-FROM VEHICLE,203101700,11/5/2020,2260 MARIETTA BLVD NW,103,Bolton,D,33.81694,-84.448151
BURGLARY,203101746,11/5/2020,991 JOSEPH E. BOONE BLVD NW,106,Bankhead,K,33.763781,-84.420001
AGG ASSAULT,203101762,11/5/2020,204 RACINE ST SW,104,Mozley Park,K,33.749629,-84.441082
LARCENY-FROM VEHICLE,203101770,11/5/2020,3714 ROSWELL RD NE,209,East Chastain Park,B,33.857006,-84.383425
LARCENY-FROM VEHICLE,203100324,11/5/2020,1624 PIEDMONT AVE NE,613,Piedmont Heights,F,33.798985,-84.368313
LARCENY-FROM VEHICLE,203100357,11/5/2020,485 OAKDALE RD NE,608,Candler Park,N,33.767193,-84.340282
LARCENY-NON VEHICLE,203100358,11/5/2020,265 PEACHTREE ST NE,509,Downtown,M,33.761375,-84.387356
LARCENY-FROM VEHICLE,203091912,11/5/2020,1084 HOWELL MILL RD NW,501,Home Park,E,33.784768,-84.413245
AGG ASSAULT,203091932,11/5/2020,62 HARWELL RD NW,111,,I,33.753405,-84.49311
LARCENY-NON VEHICLE,203091946,11/5/2020,3113 CAMPBELLTON RD SW,409,Southwest,R,33.692616,-84.490978
ROBBERY,203091949,11/5/2020,180 JACKSON ST NE,604,Sweet Auburn,M,33.758308,-84.374658
LARCENY-FROM VEHICLE,203101877,11/5/2020,685 11TH ST NW,501,Home Park,E,33.783248,-84.409753
LARCENY-FROM VEHICLE,203101890,11/5/2020,1784 US-19,207,Ardmore,E,33.803311,-84.393475
AUTO THEFT,203101899,11/5/2020,2203 RENAISSANCE WAY NE,603,Old Fourth Ward,M,33.765849,-84.378794
LARCENY-FROM VEHICLE,203101371,11/5/2020,343 JOSEPH E LOWERY BLVD SW,104,Ashview Heights,T,33.745676,-84.417811
LARCENY-FROM VEHICLE,203101408,11/5/2020,150 WALKER ST SW,507,Castleberry Hill,M,33.750386,-84.400481
LARCENY-NON VEHICLE,203101449,11/5/2020,47 CLEVELAND AVE SW,310,Browns Mill Park,Z,33.681507,-84.390547
LARCENY-NON VEHICLE,203032509,11/5/2020,925 CANTERBURY RD NE,210,Pine Hills,B,33.827739,-84.358091
LARCENY-FROM VEHICLE,203031188,11/5/2020,3200 STONE RD SW,411,Greenbriar,R,33.667877,-84.495343
HOMICIDE,203060589,11/5/2020,12 W PEACHTREE PL NW,508,Downtown,M,33.763933,-84.388091
ROBBERY,203100012,11/5/2020,3041 LANDRUM DR SW,409,Southwest,R,33.707919,-84.487125
ROBBERY,203100038,11/5/2020,293 PHARR RD NE,206,Garden Hills,B,33.836857,-84.378128
LARCENY-NON VEHICLE,203100040,11/5/2020,1660 JONESBORO RD SE,307,Lakewood Heights,Y,33.706654,-84.379264
LARCENY-FROM VEHICLE,203100044,11/5/2020,156 TROUP ST,305,The Villages at Carver,Y,33.712023,-84.38948
LARCENY-NON VEHICLE,203100097,11/5/2020,355 NORTH AVENUE NE,603,Old Fourth Ward,M,33.770824,-84.375185
AUTO THEFT,203100132,11/5/2020,241 FORSYTH ST SW,512,Downtown,M,33.748302,-84.397306
AUTO THEFT,203100133,11/5/2020,1371 KIMBERLY WAY SW,412,Ashley Courts,P,33.719614,-84.525472
LARCENY-FROM VEHICLE,203100197,11/5/2020,1322 BEECHER ST SW,402,Oakland City,S,33.733067,-84.430868
AGG ASSAULT,203100201,11/5/2020,255 TRINITY AVE SW,512,Downtown,M,33.750822,-84.396192
LARCENY-NON VEHICLE,203100212,11/5/2020,970 MARTIN ST SE,304,Peoplestown,V,33.72814,-84.382676
LARCENY-NON VEHICLE,203100237,11/5/2020,120 PIEDMONT AVE NE,510,Downtown,M,33.757656,-84.382419
AGG ASSAULT,203100257,11/5/2020,519 LINDSAY ST NW,506,English Avenue,L,33.768872,-84.41622
AUTO THEFT,203100317,11/5/2020,1636 STANWOOD AVE SE,610,Kirkwood,O,33.75234,-84.334012
AUTO THEFT,203091635,11/5/2020,1341 NORTHSIDE DR NW,207,Loring Heights,E,33.791771,-84.407426
LARCENY-FROM VEHICLE,203091753,11/5/2020,1400 W PEACHTREE ST NW,502,Midtown,E,33.792888,-84.388315
AGG ASSAULT,203091801,11/5/2020,759 OLYMPIAN DR SW,404,Westview,T,33.734594,-84.440631
AUTO THEFT,203091449,11/5/2020,835 M.L.K. JR DR SW,102,Vine City,L,33.755895,-84.413573
LARCENY-NON VEHICLE,203091264,11/5/2020,306 ANDERSON AVE NW,108,Dixie Hills,J,33.763414,-84.45154
AUTO THEFT,203090689,11/5/2020,765 LAWTON ST SW,402,West End,T,33.734112,-84.423626
LARCENY-NON VEHICLE,203090697,11/4/2020,1577 JONESBORO RD SE,305,South Atlanta,Y,33.709687,-84.381659
LARCENY-FROM VEHICLE,203090715,11/4/2020,556 NORTHSIDE DR SW,303,Pittsburgh,V,33.739712,-84.40791
AGG ASSAULT,203090730,11/4/2020,610 SPRING ST NW,509,Downtown,M,33.770904,-84.389521
LARCENY-NON VEHICLE,203090733,11/4/2020,3232 STATE RTE 237,208,Buckhead Forest,B,33.844576,-84.372493
LARCENY-NON VEHICLE,203090757,11/4/2020,80 JESSE HILL JR DR SE,510,Downtown,M,33.751785,-84.382007
LARCENY-FROM VEHICLE,203090808,11/4/2020,450 PIEDMONT AVE NE,509,Downtown,M,33.766247,-84.382788
BURGLARY,203090812,11/4/2020,138 E WESLEY RD NE,206,Garden Hills,B,33.82898,-84.382726
LARCENY-FROM VEHICLE,203090822,11/4/2020,880 GLENWOOD AVE SE,606,Grant Park,W,33.741638,-84.358291
BURGLARY,203090829,11/4/2020,1964 NORTH AVENUE NW,107,Grove Park,J,33.76829,-84.452094
AUTO THEFT,203090852,11/4/2020,659 PEACHTREE ST NE,505,Midtown,E,33.772656,-84.384354
LARCENY-NON VEHICLE,203090899,11/4/2020,130 WEST PACES FERRY RD NW,206,Peachtree Heights West,B,33.842112,-84.38603
LARCENY-NON VEHICLE,203090902,11/4/2020,4401 DAVIDSON AVE NE,209,Brookhaven,B,33.872922,-84.352685
ROBBERY,203090907,11/4/2020,187 BROWNLEE RD SW,407,Adamsville,H,33.751498,-84.500403
AUTO THEFT,203090964,11/4/2020,659 PEACHTREE ST NE,505,Midtown,E,33.772656,-84.384354
LARCENY-FROM VEHICLE,203090990,11/4/2020,1138 PEACHTREE ST NE,503,Midtown,E,33.785508,-84.383434
LARCENY-NON VEHICLE,203090991,11/4/2020,717 LEE ST SW,401,West End,T,33.73502,-84.41492
LARCENY-NON VEHICLE,203091033,11/4/2020,708 SPRING ST NW,505,Midtown,E,33.774022,-84.389227
LARCENY-NON VEHICLE,203091109,11/4/2020,2271 LAVISTA SQUARE NE,212,Lindridge/Martin Manor,F,33.816439,-84.349198
LARCENY-FROM VEHICLE,203091179,11/4/2020,JEFFERSON CHASE ST,312,Glenrose Heights,Z,33.666934,-84.38193
LARCENY-FROM VEHICLE,203081990,11/4/2020,207 PEACHTREE CENTER AVE NE,509,Downtown,M,33.760454,-84.385764
ROBBERY,203090045,11/4/2020,3390 FAIRBURN RD SW,414,Ben Hill,P,33.66147,-84.52333
LARCENY-FROM VEHICLE,203090054,11/4/2020,1220 MECASLIN ST NW,501,Home Park,E,33.78853,-84.400276
LARCENY-NON VEHICLE,203090056,11/4/2020,1695 NORTHSIDE DR NW,207,Loring Heights,E,33.801074,-84.407377
LARCENY-FROM VEHICLE,203090074,11/4/2020,1080 CRESCENT AVE NE,503,Midtown,E,33.783963,-84.384248
LARCENY-NON VEHICLE,203090078,11/4/2020,2280 CAMPBELLTON RD SW,410,Campbellton Road,R,33.703009,-84.462878
LARCENY-FROM VEHICLE,203090082,11/4/2020,98 WILLIAM HOLMES BORDERS SENIOR DR SE,604,Sweet Auburn,M,33.752826,-84.376117
LARCENY-FROM VEHICLE,203090108,11/4/2020,276 BROTHERTON ST SW,512,Downtown,M,33.748386,-84.396883
LARCENY-FROM VEHICLE,203090121,11/4/2020,930 SPRING ST NW,503,Midtown,E,33.779952,-84.389521
ROBBERY,203090135,11/4/2020,18 JACKSON ST NE,604,Sweet Auburn,M,33.754847,-84.374638
AUTO THEFT,203090172,11/4/2020,184 GA-154,512,Downtown,M,33.749851,-84.393902
LARCENY-FROM VEHICLE,203090198,11/4/2020,1445 VAN EPPS AVE SE,612,East Atlanta,W,33.73704,-84.340093
AUTO THEFT,203090219,11/4/2020,2352 SANDSPRING DR SW,412,Sandlewood Estates,P,33.702382,-84.538416
BURGLARY,203090225,11/4/2020,627 YORKSHIRE RD NE,613,Morningside/Lenox Park,F,33.795031,-84.366535
AGG ASSAULT,203090236,11/4/2020,400 THOMASVILLE BLVD SE,308,Thomasville Heights,Z,33.706142,-84.357606
LARCENY-NON VEHICLE,203090300,11/4/2020,3200 HOWELL MILL RD NW,201,,C,33.842193,-84.428664
AGG ASSAULT,203090349,11/4/2020,1193 OAKLAND LN SW,403,Oakland City,S,33.719703,-84.426401
LARCENY-FROM VEHICLE,203090374,11/4/2020,1400 W PEACHTREE ST NW,502,Midtown,E,33.792888,-84.388315
LARCENY-FROM VEHICLE,203090375,11/4/2020,357 TERRY ST SE,605,Capitol Gateway,V,33.744892,-84.384882
LARCENY-FROM VEHICLE,203090377,11/4/2020,227 PINE ST NW,504,Downtown,M,33.767962,-84.394392
LARCENY-FROM VEHICLE,203090382,11/4/2020,680 GREENWOOD AVE NE,601,Virginia Highland,F,33.777189,-84.365131
AGG ASSAULT,203090388,11/4/2020,673 WHEELER ST NW,506,English Avenue,L,33.774543,-84.409346
LARCENY-FROM VEHICLE,203090464,11/4/2020,3372 PEACHTREE RD,208,North Buckhead,B,33.848526,-84.366923
LARCENY-FROM VEHICLE,203090468,11/4/2020,450 PIEDMONT AVE NE,509,Downtown,M,33.766247,-84.382788
LARCENY-NON VEHICLE,203090492,11/4/2020,1021 MARTIN ST SE,304,Peoplestown,V,33.726586,-84.383558
LARCENY-NON VEHICLE,203090526,11/4/2020,772 CASCADE AVE SW,402,West End,T,33.734188,-84.436612
LARCENY-FROM VEHICLE,203090584,11/4/2020,3464 ROXBORO RD NE,210,Buckhead Heights,B,33.848964,-84.355922
LARCENY-NON VEHICLE,203090613,11/4/2020,1940 MOORES MILL RD NW,201,,C,33.821884,-84.449517
AGG ASSAULT,203090635,11/4/2020,844 RALPH DAVID ABERNATHY BLVD,401,West End,T,33.738003,-84.415338
LARCENY-FROM VEHICLE,203090638,11/4/2020,555 WHITEHALL ST SW,303,Mechanicsville,V,33.742987,-84.406227
LARCENY-FROM VEHICLE,203091293,11/4/2020,564 AUBURN AVE NE,604,Old Fourth Ward,M,33.756023,-84.368841
LARCENY-FROM VEHICLE,203091308,11/4/2020,790 HUFF RD NW,103,Blandtown,D,33.786288,-84.414148
LARCENY-NON VEHICLE,203091441,11/4/2020,1099 BOULEVARD SE,305,Chosewood Park,Y,33.724356,-84.368682
LARCENY-FROM VEHICLE,203081511,11/4/2020,2852 CASCADE RD SW,409,Cascade Heights,I,33.719509,-84.481291
AUTO THEFT,203091474,11/4/2020,1040 HUFF RD NW,103,Blandtown,D,33.789028,-84.421602
BURGLARY,203091486,11/4/2020,620 PARKWAY DR NE,603,Old Fourth Ward,M,33.771352,-84.373077
AUTO THEFT,203091507,11/4/2020,1695 PRYOR RD SW,305,Betmar LaVilla,Y,33.708932,-84.393793
LARCENY-FROM VEHICLE,203091552,11/4/2020,10 NORTHSIDE DR NW,102,Vine City,L,33.754957,-84.403281
AUTO THEFT,203091561,11/4/2020,160 PONCE DE LEON AVE NE,505,Midtown,E,33.772997,-84.381967
AUTO THEFT,203091623,11/4/2020,74 NORTHSIDE DR SW,507,Castleberry Hill,M,33.752461,-84.40256
